"geneid","CpG_count"
"SPU_018237",2
"SPU_018238",6
"SPU_018240",18
"SPU_018241",4
"SPU_018242",24
"SPU_018245",1
"SPU_018249",12
"SPU_018250",8
"SPU_018255",1
"SPU_018261",2
"SPU_018267",6
"SPU_018275",19
"SPU_018295",3
"SPU_018298",6
"SPU_018299",11
"SPU_018305",12
"SPU_018307",3
"SPU_018309",10
"SPU_018312",12
"SPU_018315",1
"SPU_018317",20
"SPU_018322",1
"SPU_018323",2
"SPU_018325",2
"SPU_018333",57
"SPU_018342",111
"SPU_018348",3
"SPU_018351",52
"SPU_018352",10
"SPU_018353",16
"SPU_018354",22
"SPU_018355",4
"SPU_018356",5
"SPU_018377",1
"SPU_018379",4
"SPU_018383",3
"SPU_018384",6
"SPU_018389",48
"SPU_018390",8
"SPU_018393",3
"SPU_018395",3
"SPU_018397",6
"SPU_018417",7
"SPU_018428",1
"SPU_018433",8
"SPU_018438",36
"SPU_018439",5
"SPU_018446",1
"SPU_018449",15
"SPU_018452",3
"SPU_018456",1
"SPU_018459",1
"SPU_018475",3
"SPU_018478",2
"SPU_018483",104
"SPU_018489",2
"SPU_018497",6
"SPU_018498",4
"SPU_018501",4
"SPU_018503",9
"SPU_018508",3
"SPU_018509",109
"SPU_018529",17
"SPU_018530",16
"SPU_018533",8
"SPU_018543",22
"SPU_018544",88
"SPU_018547",6
"SPU_018548",11
"SPU_018551",1
"SPU_018555",1
"SPU_018556",15
"SPU_018557",30
"SPU_018565",1
"SPU_018566",49
"SPU_018570",28
"SPU_018579",11
"SPU_018589",1
"SPU_018591",7
"SPU_018598",7
"SPU_018626",331
"SPU_018627",1
"SPU_018635",14
"SPU_018636",2
"SPU_018640",6
"SPU_018643",19
"SPU_018644",13
"SPU_018645",3
"SPU_018647",3
"SPU_018648",37
"SPU_018651",7
"SPU_018657",2
"SPU_018659",3
"SPU_018671",5
"SPU_018674",2
"SPU_018677",12
"SPU_018681",16
"SPU_018683",4
"SPU_018686",1
"SPU_018695",7
"SPU_018697",44
"SPU_018701",3
"SPU_018702",10
"SPU_018703",8
"SPU_018704",8
"SPU_018707",7
"SPU_018709",2
"SPU_018713",32
"SPU_018714",19
"SPU_018715",17
"SPU_018716",14
"SPU_018717",16
"SPU_018720",11
"SPU_018724",2
"SPU_018728",10
"SPU_018731",1
"SPU_018732",3
"SPU_018734",15
"SPU_018735",13
"SPU_018741",7
"SPU_018743",13
"SPU_018744",4
"SPU_018748",14
"SPU_018750",5
"SPU_018752",4
"SPU_018761",2
"SPU_018764",23
"SPU_018766",8
"SPU_018775",21
"SPU_018777",7
"SPU_018780",3
"SPU_018787",12
"SPU_018788",10
"SPU_018795",120
"SPU_018796",3
"SPU_018803",38
"SPU_018805",8
"SPU_018809",6
"SPU_018810",3
"SPU_018814",29
"SPU_018815",79
"SPU_018816",17
"SPU_018818",18
"SPU_018830",9
"SPU_018831",2
"SPU_018836",14
"SPU_018842",2
"SPU_018850",18
"SPU_018853",72
"SPU_018862",3
"SPU_018867",16
"SPU_018887",7
"SPU_018893",8
"SPU_018894",14
"SPU_018908",2
"SPU_018911",46
"SPU_018917",1
"SPU_018922",19
"SPU_018932",7
"SPU_018933",4
"SPU_018936",10
"SPU_018937",9
"SPU_018948",5
"SPU_018951",270
"SPU_018953",10
"SPU_018954",7
"SPU_018955",29
"SPU_018958",5
"SPU_018960",7
"SPU_018968",4
"SPU_018980",5
"SPU_018981",23
"SPU_018984",13
"SPU_018986",38
"SPU_018987",43
"SPU_018994",1
"SPU_018999",3
"SPU_019001",2
"SPU_019003",20
"SPU_019004",39
"SPU_019005",8
"SPU_019008",13
"SPU_019009",10
"SPU_019010",12
"SPU_019016",4
"SPU_019018",10
"SPU_019019",1
"SPU_019022",1
"SPU_019032",35
"SPU_019038",10
"SPU_019043",4
"SPU_019046",1
"SPU_019050",16
"SPU_019051",3
"SPU_019053",9
"SPU_019060",1
"SPU_019063",2
"SPU_019067",9
"SPU_019072",1
"SPU_019076",23
"SPU_019080",2
"SPU_019081",13
"SPU_019094",6
"SPU_019095",2
"SPU_019096",1
"SPU_019105",32
"SPU_019106",5
"SPU_019110",29
"SPU_019111",6
"SPU_019115",14
"SPU_019123",4
"SPU_019125",3
"SPU_019126",4
"SPU_019127",10
"SPU_019130",21
"SPU_019131",7
"SPU_019133",3
"SPU_019158",76
"SPU_019159",2
"SPU_019160",19
"SPU_019169",13
"SPU_019170",22
"SPU_019171",5
"SPU_019174",48
"SPU_019180",4
"SPU_019181",12
"SPU_019183",6
"SPU_019184",2
"SPU_019189",8
"SPU_019190",33
"SPU_019191",8
"SPU_019193",1
"SPU_019197",1
"SPU_019203",9
"SPU_019212",9
"SPU_019214",7
"SPU_019222",4
"SPU_019226",4
"SPU_019227",10
"SPU_019245",21
"SPU_019253",41
"SPU_019259",4
"SPU_019265",4
"SPU_019276",2
"SPU_019289",12
"SPU_019290",20
"SPU_019295",42
"SPU_019299",5
"SPU_019300",1
"SPU_019301",1
"SPU_019311",1
"SPU_019317",4
"SPU_019318",3
"SPU_019320",5
"SPU_019324",1
"SPU_019326",3
"SPU_019328",8
"SPU_019331",2
"SPU_019333",33
"SPU_019334",2
"SPU_019344",2
"SPU_019346",90
"SPU_019347",21
"SPU_019350",44
"SPU_019360",10
"SPU_019369",4
"SPU_019370",9
"SPU_019389",3
"SPU_019390",3
"SPU_019391",17
"SPU_019399",2
"SPU_019409",14
"SPU_019414",8
"SPU_019417",26
"SPU_019418",71
"SPU_019428",3
"SPU_019434",1
"SPU_019436",4
"SPU_019437",3
"SPU_019440",9
"SPU_019441",7
"SPU_019443",3
"SPU_019446",1
"SPU_019452",7
"SPU_019462",7
"SPU_019464",2
"SPU_019465",22
"SPU_019473",1
"SPU_019480",17
"SPU_019481",20
"SPU_019491",7
"SPU_019496",35
"SPU_019499",12
"SPU_019508",37
"SPU_019510",1
"SPU_019511",3
"SPU_019518",3
"SPU_019522",15
"SPU_019525",4
"SPU_019531",2
"SPU_019532",1
"SPU_019535",4
"SPU_019536",4
"SPU_019537",6
"SPU_019538",6
"SPU_019539",2
"SPU_019551",4
"SPU_019552",3
"SPU_019553",29
"SPU_019561",6
"SPU_019570",22
"SPU_019573",10
"SPU_019575",15
"SPU_019579",1
"SPU_019581",18
"SPU_019582",21
"SPU_019586",56
"SPU_019587",18
"SPU_019588",27
"SPU_019590",27
"SPU_019599",19
"SPU_019602",8
"SPU_019613",5
"SPU_019629",10
"SPU_019632",11
"SPU_019641",3
"SPU_019654",5
"SPU_019662",2
"SPU_019663",4
"SPU_019664",10
"SPU_019665",2
"SPU_019667",5
"SPU_019670",7
"SPU_019678",1
"SPU_019681",3
"SPU_019682",3
"SPU_019694",4
"SPU_019696",2
"SPU_019699",6
"SPU_019703",8
"SPU_019706",5
"SPU_019709",1
"SPU_019712",1
"SPU_019713",7
"SPU_019734",7
"SPU_019736",3
"SPU_019737",3
"SPU_019738",6
"SPU_019742",6
"SPU_019745",1
"SPU_019755",4
"SPU_019759",10
"SPU_019761",73
"SPU_019764",3
"SPU_019765",3
"SPU_019767",5
"SPU_019769",2
"SPU_019773",6
"SPU_019775",4
"SPU_019782",3
"SPU_019785",39
"SPU_019790",4
"SPU_019793",4
"SPU_019803",7
"SPU_019806",3
"SPU_019810",6
"SPU_019817",2
"SPU_019821",4
"SPU_019842",4
"SPU_019859",27
"SPU_019860",5
"SPU_019862",59
"SPU_019865",2
"SPU_019874",6
"SPU_019876",6
"SPU_019880",5
"SPU_019883",5
"SPU_019891",59
"SPU_019898",2
"SPU_019906",6
"SPU_019908",4
"SPU_019913",4
"SPU_019917",26
"SPU_019922",7
"SPU_019923",1
"SPU_019931",13
"SPU_019932",13
"SPU_019933",4
"SPU_019940",2
"SPU_019944",1
"SPU_019948",10
"SPU_019949",76
"SPU_019950",12
"SPU_019952",2
"SPU_019953",4
"SPU_019954",3
"SPU_019955",3
"SPU_019956",1
"SPU_019957",1
"SPU_019962",9
"SPU_019964",2
"SPU_019966",1
"SPU_019970",5
"SPU_019973",21
"SPU_019976",2
"SPU_019979",9
"SPU_019981",4
"SPU_019984",2
"SPU_019990",14
"SPU_019993",7
"SPU_019995",55
"SPU_020002",2
"SPU_020006",39
"SPU_020012",6
"SPU_020015",1
"SPU_020019",17
"SPU_020030",1
"SPU_020035",34
"SPU_020050",64
"SPU_020051",15
"SPU_020054",2
"SPU_020060",2
"SPU_020067",2
"SPU_020069",3
"SPU_020080",8
"SPU_020082",2
"SPU_020083",6
"SPU_020084",1
"SPU_020085",3
"SPU_020093",15
"SPU_020095",11
"SPU_020099",10
"SPU_020101",3
"SPU_020105",6
"SPU_020107",89
"SPU_020109",1
"SPU_020122",35
"SPU_020123",2
"SPU_020125",8
"SPU_020136",8
"SPU_020139",9
"SPU_020142",19
"SPU_020143",79
"SPU_020144",21
"SPU_020151",4
"SPU_020157",2
"SPU_020158",2
"SPU_020164",77
"SPU_020168",2
"SPU_020169",3
"SPU_020180",22
"SPU_020197",11
"SPU_020199",21
"SPU_020201",4
"SPU_020202",9
"SPU_020211",9
"SPU_020217",13
"SPU_020224",1
"SPU_020225",1
"SPU_020229",1
"SPU_020231",24
"SPU_020238",1
"SPU_020239",24
"SPU_020240",2
"SPU_020243",3
"SPU_020247",30
"SPU_020249",2
"SPU_020250",1
"SPU_020255",2
"SPU_020261",85
"SPU_020264",1
"SPU_020265",6
"SPU_020274",1
"SPU_020280",15
"SPU_020281",5
"SPU_020282",15
"SPU_020286",5
"SPU_020287",1
"SPU_020288",5
"SPU_020289",5
"SPU_020293",1
"SPU_020301",2
"SPU_020306",13
"SPU_020310",43
"SPU_020312",3
"SPU_020315",12
"SPU_020319",3
"SPU_020323",36
"SPU_020329",3
"SPU_020330",30
"SPU_020331",13
"SPU_020332",26
"SPU_020333",48
"SPU_020338",30
"SPU_020340",5
"SPU_020345",21
"SPU_020346",44
"SPU_020354",2
"SPU_020365",11
"SPU_020393",23
"SPU_020394",3
"SPU_020395",2
"SPU_020397",4
"SPU_020405",1
"SPU_020407",4
"SPU_020410",6
"SPU_020420",14
"SPU_020424",1
"SPU_020431",3
"SPU_020442",4
"SPU_020445",1
"SPU_020455",1
"SPU_020467",44
"SPU_020471",31
"SPU_020488",6
"SPU_020491",2
"SPU_020495",8
"SPU_020497",4
"SPU_020501",3
"SPU_020519",3
"SPU_020525",2
"SPU_020526",1
"SPU_020532",3
"SPU_020540",16
"SPU_020542",9
"SPU_020547",3
"SPU_020556",21
"SPU_020561",4
"SPU_020565",4
"SPU_020566",7
"SPU_020569",15
"SPU_020570",8
"SPU_020572",3
"SPU_020578",86
"SPU_020582",5
"SPU_020591",10
"SPU_020592",6
"SPU_020597",30
"SPU_020603",4
"SPU_020605",1
"SPU_020607",53
"SPU_020608",2
"SPU_020609",1
"SPU_020612",1
"SPU_020613",2
"SPU_020616",1
"SPU_020618",13
"SPU_020620",1
"SPU_020632",34
"SPU_020635",3
"SPU_020642",1
"SPU_020643",3
"SPU_020646",6
"SPU_020647",11
"SPU_020658",17
"SPU_020659",4
"SPU_020662",2
"SPU_020664",64
"SPU_020672",12
"SPU_020678",59
"SPU_020679",8
"SPU_020680",1
"SPU_020686",2
"SPU_020701",4
"SPU_020705",12
"SPU_020707",3
"SPU_020708",2
"SPU_020711",61
"SPU_020712",34
"SPU_020715",34
"SPU_020716",3
"SPU_020717",16
"SPU_020718",6
"SPU_020733",1
"SPU_020737",5
"SPU_020739",14
"SPU_020749",6
"SPU_020750",3
"SPU_020756",6
"SPU_020757",81
"SPU_020761",1
"SPU_020762",8
"SPU_020767",3
"SPU_020774",2
"SPU_020781",4
"SPU_020782",4
"SPU_020788",1
"SPU_020790",1
"SPU_020799",5
"SPU_020803",2
"SPU_020806",2
"SPU_020808",1
"SPU_020810",2
"SPU_020820",12
"SPU_020822",1
"SPU_020828",11
"SPU_020829",4
"SPU_020849",12
"SPU_020850",4
"SPU_020851",7
"SPU_020854",18
"SPU_020867",7
"SPU_020868",82
"SPU_020871",47
"SPU_020876",5
"SPU_020880",1
"SPU_020892",8
"SPU_020894",13
"SPU_020896",6
"SPU_020905",4
"SPU_020916",4
"SPU_020917",2
"SPU_020920",1
"SPU_020925",7
"SPU_020930",27
"SPU_020931",63
"SPU_020933",2
"SPU_020943",2
"SPU_020954",146
"SPU_020958",1
"SPU_020968",2
"SPU_020969",20
"SPU_020978",32
"SPU_020979",14
"SPU_020980",3
"SPU_020981",1
"SPU_020982",13
"SPU_020984",2
"SPU_020988",7
"SPU_020989",4
"SPU_020991",1
"SPU_020992",7
"SPU_021003",7
"SPU_021008",5
"SPU_021011",3
"SPU_021021",3
"SPU_021026",12
"SPU_021036",4
"SPU_021040",7
"SPU_021043",23
"SPU_021060",1
"SPU_021069",13
"SPU_021079",6
"SPU_021080",78
"SPU_021084",5
"SPU_021086",1
"SPU_021090",2
"SPU_021093",8
"SPU_021096",6
"SPU_021099",1
"SPU_021108",1
"SPU_021109",2
"SPU_021112",52
"SPU_021113",96
"SPU_021118",53
"SPU_021121",22
"SPU_021125",23
"SPU_021130",31
"SPU_021134",48
"SPU_021135",3
"SPU_021141",8
"SPU_021155",11
"SPU_021156",32
"SPU_021171",4
"SPU_021185",6
"SPU_021188",1
"SPU_021194",4
"SPU_021196",2
"SPU_021201",4
"SPU_021202",13
"SPU_021205",21
"SPU_021207",110
"SPU_021209",26
"SPU_021210",74
"SPU_021212",64
"SPU_021215",2
"SPU_021222",118
"SPU_021226",4
"SPU_021228",3
"SPU_021229",24
"SPU_021243",4
"SPU_021251",152
"SPU_021252",4
"SPU_021253",5
"SPU_021254",1
"SPU_021256",6
"SPU_021258",20
"SPU_021259",52
"SPU_021281.b",16
"SPU_021288",73
"SPU_021289",97
"SPU_021293",1
"SPU_021297",9
"SPU_021299",3
"SPU_021302",3
"SPU_021303",4
"SPU_021304",4
"SPU_021307",8
"SPU_021308",6
"SPU_021309",3
"SPU_021314",9
"SPU_021322",2
"SPU_021323",2
"SPU_021324",23
"SPU_021325",41
"SPU_021327",3
"SPU_021331",1
"SPU_021340",16
"SPU_021342",6
"SPU_021344",4
"SPU_021348",9
"SPU_021350",6
"SPU_021365",1
"SPU_021367",18
"SPU_021373",19
"SPU_021385",15
"SPU_021391",3
"SPU_021393",58
"SPU_021397",1
"SPU_021404",60
"SPU_021411",28
"SPU_021423",1
"SPU_021428",5
"SPU_021429",2
"SPU_021432",3
"SPU_021433",1
"SPU_021444",5
"SPU_021447",3
"SPU_021465",13
"SPU_021470",8
"SPU_021472",3
"SPU_021476",3
"SPU_021480",6
"SPU_021498",1
"SPU_021500",109
"SPU_021510",2
"SPU_021511",25
"SPU_021513",1
"SPU_021522",1
"SPU_021524",1
"SPU_021527",68
"SPU_021531",3
"SPU_021537",8
"SPU_021538",5
"SPU_021549",9
"SPU_021553",34
"SPU_021555",7
"SPU_021557",13
"SPU_021565",15
"SPU_021580",8
"SPU_021581",1
"SPU_021592",24
"SPU_021600",159
"SPU_021618",1
"SPU_021619",5
"SPU_021621",5
"SPU_021625",20
"SPU_021627",36
"SPU_021629",25
"SPU_021641",8
"SPU_021651",19
"SPU_021656",1
"SPU_021662",1
"SPU_021664",2
"SPU_021675",18
"SPU_021676",3
"SPU_021679",48
"SPU_021682",12
"SPU_021698",5
"SPU_021701",7
"SPU_021708",2
"SPU_021711",1
"SPU_021713",3
"SPU_021714",17
"SPU_021716",8
"SPU_021723",3
"SPU_021726",69
"SPU_021728",4
"SPU_021735",3
"SPU_021744",21
"SPU_021749",2
"SPU_021760",3
"SPU_021761",3
"SPU_021762",18
"SPU_021765",7
"SPU_021768",5
"SPU_021771",131
"SPU_021772",2
"SPU_021779",16
"SPU_021780",25
"SPU_021781",74
"SPU_021782",2
"SPU_021783",6
"SPU_021788",24
"SPU_021791",14
"SPU_021793",9
"SPU_021794",4
"SPU_021801",24
"SPU_021802",1
"SPU_021808",6
"SPU_021809",4
"SPU_021812",6
"SPU_021813",64
"SPU_021815",2
"SPU_021819",2
"SPU_021822",30
"SPU_021823",10
"SPU_021830",13
"SPU_021832",8
"SPU_021838",4
"SPU_021842",70
"SPU_021845",9
"SPU_021846",5
"SPU_021849",4
"SPU_021851",71
"SPU_021857",52
"SPU_021858",9
"SPU_021860",2
"SPU_021865",2
"SPU_021867",3
"SPU_021869",7
"SPU_021870",3
"SPU_021871",2
"SPU_021872",2
"SPU_021878",2
"SPU_021884",78
"SPU_021896",2
"SPU_021912",6
"SPU_021919",15
"SPU_021922",28
"SPU_021936",6
"SPU_021942",5
"SPU_021943",52
"SPU_021956",1
"SPU_021969",18
"SPU_021970",2
"SPU_021976",62
"SPU_021978",18
"SPU_021987",5
"SPU_021988",116
"SPU_021992",8
"SPU_021997",7
"SPU_022008",5
"SPU_022013",17
"SPU_022014",6
"SPU_022023",7
"SPU_022028",1
"SPU_022032",5
"SPU_022037",2
"SPU_022048",3
"SPU_022056",6
"SPU_022057",72
"SPU_022058",23
"SPU_022059",9
"SPU_022063",19
"SPU_022066",28
"SPU_022073",5
"SPU_022076",12
"SPU_022077",8
"SPU_022078",2
"SPU_022080",4
"SPU_022093",3
"SPU_022097",12
"SPU_022107",3
"SPU_022108",8
"SPU_022112",3
"SPU_022116",11
"SPU_022119",1
"SPU_022120",3
"SPU_022121",1
"SPU_022122",2
"SPU_022125",23
"SPU_022131",1
"SPU_022148",9
"SPU_022149",20
"SPU_022151",150
"SPU_022152",3
"SPU_022153",8
"SPU_022156",8
"SPU_022168",4
"SPU_022169",2
"SPU_022175",59
"SPU_022187",1
"SPU_022192",42
"SPU_022193",3
"SPU_022197",16
"SPU_022201",5
"SPU_022202",3
"SPU_022203",3
"SPU_022205",17
"SPU_022206",1
"SPU_022208",2
"SPU_022215",1
"SPU_022218",9
"SPU_022222",5
"SPU_022229",84
"SPU_022240",8
"SPU_022241",7
"SPU_022242",20
"SPU_022248",4
"SPU_022252",12
"SPU_022253",2
"SPU_022258",2
"SPU_022261",8
"SPU_022263",32
"SPU_022264",26
"SPU_022265",6
"SPU_022266",3
"SPU_022276",1
"SPU_022285",49
"SPU_022294",1
"SPU_022296",7
"SPU_022302",9
"SPU_022303",21
"SPU_022305",3
"SPU_022308",4
"SPU_022315",12
"SPU_022319",2
"SPU_022320",12
"SPU_022321",5
"SPU_022322",2
"SPU_022325",1
"SPU_022339",8
"SPU_022346",2
"SPU_022351",1
"SPU_022356",7
"SPU_022357",1
"SPU_022359",1
"SPU_022362",7
"SPU_022368",68
"SPU_022371",40
"SPU_022372",69
"SPU_022375",3
"SPU_022376",6
"SPU_022379",2
"SPU_022381",23
"SPU_022391",54
"SPU_022397",227
"SPU_022400",18
"SPU_022403",23
"SPU_022404",4
"SPU_022408",52
"SPU_022424",5
"SPU_022427",2
"SPU_022431",2
"SPU_022439",1
"SPU_022441",2
"SPU_022443",3
"SPU_022445",1
"SPU_022450",3
"SPU_022457",23
"SPU_022460",6
"SPU_022461",24
"SPU_022465",2
"SPU_022467",9
"SPU_022472",14
"SPU_022485",5
"SPU_022491",67
"SPU_022492",48
"SPU_022494",6
"SPU_022495",8
"SPU_022496",16
"SPU_022500",14
"SPU_022512",4
"SPU_022513",26
"SPU_022514",32
"SPU_022527",4
"SPU_022528",12
"SPU_022532",2
"SPU_022537",7
"SPU_022539",1
"SPU_022542",1
"SPU_022544",1
"SPU_022548",1
"SPU_022550",5
"SPU_022553",8
"SPU_022557",2
"SPU_022560",22
"SPU_022562",1
"SPU_022568",7
"SPU_022569",14
"SPU_022570",9
"SPU_022575",8
"SPU_022576",6
"SPU_022577",1
"SPU_022578",16
"SPU_022580",22
"SPU_022584",2
"SPU_022586",26
"SPU_022590",7
"SPU_022591",21
"SPU_022593",2
"SPU_022598",1
"SPU_022602",10
"SPU_022614",1
"SPU_022617",6
"SPU_022618",5
"SPU_022620",115
"SPU_022621",6
"SPU_022624",35
"SPU_022630",4
"SPU_022631",3
"SPU_022632",12
"SPU_022636",4
"SPU_022642",1
"SPU_022646",2
"SPU_022650",21
"SPU_022653",20
"SPU_022655",9
"SPU_022656",10
"SPU_022659",2
"SPU_022661",7
"SPU_022666",13
"SPU_022669",11
"SPU_022674",28
"SPU_022679",9
"SPU_022680",7
"SPU_022682",10
"SPU_022704",79
"SPU_022706",27
"SPU_022707",8
"SPU_022711",10
"SPU_022714",4
"SPU_022716",6
"SPU_022717",1
"SPU_022721",5
"SPU_022725",14
"SPU_022727",29
"SPU_022734",3
"SPU_022737",9
"SPU_022738",7
"SPU_022739",3
"SPU_022741",2
"SPU_022749",20
"SPU_022750",2
"SPU_022753",2
"SPU_022756",9
"SPU_022759",3
"SPU_022763",4
"SPU_022765",4
"SPU_022770",26
"SPU_022777",2
"SPU_022787",7
"SPU_022793",2
"SPU_022794",12
"SPU_022798",40
"SPU_022800",1
"SPU_022809",4
"SPU_022814",22
"SPU_022815",5
"SPU_022818",2
"SPU_022821",2
"SPU_022823",1
"SPU_022830",10
"SPU_022832",5
"SPU_022837",4
"SPU_022842",5
"SPU_022844",19
"SPU_022845",4
"SPU_022847",120
"SPU_022851",8
"SPU_022858",58
"SPU_022859",2
"SPU_022862",7
"SPU_022872",5
"SPU_022873",2
"SPU_022882",8
"SPU_022887",7
"SPU_022888",3
"SPU_022904",6
"SPU_022905",66
"SPU_022910",4
"SPU_022913",10
"SPU_022922",9
"SPU_022923",2
"SPU_022928",1
"SPU_022930",6
"SPU_022934",1
"SPU_022943",11
"SPU_022950",4
"SPU_022953",3
"SPU_022954",1
"SPU_022958",6
"SPU_022961",6
"SPU_022975",6
"SPU_022976",83
"SPU_022977",17
"SPU_022978",4
"SPU_022982",4
"SPU_022985",1
"SPU_022988",2
"SPU_022996",2
"SPU_023009",9
"SPU_023015",2
"SPU_023016",4
"SPU_023024",1
"SPU_023029",3
"SPU_023039",64
"SPU_023042",21
"SPU_023052",10
"SPU_023055",49
"SPU_023060",17
"SPU_023075",1
"SPU_023076",4
"SPU_023083",3
"SPU_023089",1
"SPU_023090",46
"SPU_023098",17
"SPU_023099",1
"SPU_023101",6
"SPU_023102",3
"SPU_023104",4
"SPU_023113",7
"SPU_023115",10
"SPU_023125",17
"SPU_023126",10
"SPU_023135",5
"SPU_023137",3
"SPU_023146",2
"SPU_023148",28
"SPU_023162",2
"SPU_023170",6
"SPU_023178",1
"SPU_023184",3
"SPU_023190",14
"SPU_023192",14
"SPU_023205",8
"SPU_023212",17
"SPU_023216",15
"SPU_023224",5
"SPU_023226",9
"SPU_023227",1
"SPU_023233",14
"SPU_023236",6
"SPU_023239",2
"SPU_023247",7
"SPU_023254",4
"SPU_023259",8
"SPU_023261",3
"SPU_023262",22
"SPU_023263",9
"SPU_023265",6
"SPU_023272",12
"SPU_023282",17
"SPU_023287",2
"SPU_023288",3
"SPU_023289",2
"SPU_023290",3
"SPU_023293",6
"SPU_023296",11
"SPU_023298",4
"SPU_023311",7
"SPU_023317",1
"SPU_023320",3
"SPU_023325",3
"SPU_023329",1
"SPU_023330",21
"SPU_023341",8
"SPU_023353",27
"SPU_023358",12
"SPU_023365",12
"SPU_023366",40
"SPU_023370",2
"SPU_023372",3
"SPU_023373",4
"SPU_023376",6
"SPU_023377",4
"SPU_023386",16
"SPU_023389",56
"SPU_023397",3
"SPU_023399",29
"SPU_023400",2
"SPU_023401",4
"SPU_023402",13
"SPU_023408",17
"SPU_023409",35
"SPU_023412",2
"SPU_023420",1
"SPU_023422",7
"SPU_023423",3
"SPU_023425",54
"SPU_023426",2
"SPU_023427",2
"SPU_023430",8
"SPU_023432",13
"SPU_023440",5
"SPU_023443",4
"SPU_023457",28
"SPU_023463",7
"SPU_023471",2
"SPU_023477",4
"SPU_023484",8
"SPU_023486",8
"SPU_023487",20
"SPU_023488",4
"SPU_023490",8
"SPU_023492",53
"SPU_023496",2
"SPU_023499",2
"SPU_023500",8
"SPU_023511",10
"SPU_023522",6
"SPU_023524",78
"SPU_023527",3
"SPU_023539",7
"SPU_023545",3
"SPU_023547",10
"SPU_023548",32
"SPU_023549",6
"SPU_023553",3
"SPU_023556",10
"SPU_023568",34
"SPU_023570",3
"SPU_023577",5
"SPU_023584",3
"SPU_023589",3
"SPU_023593",6
"SPU_023596",3
"SPU_023599",25
"SPU_023603",1
"SPU_023605",13
"SPU_023609",7
"SPU_023610",8
"SPU_023614",14
"SPU_023618",3
"SPU_023626",13
"SPU_023633",7
"SPU_023638",7
"SPU_023640",8
"SPU_023649",8
"SPU_023666",3
"SPU_023671",9
"SPU_023681",20
"SPU_023683",7
"SPU_023686",9
"SPU_023688",3
"SPU_023689",8
"SPU_023702",9
"SPU_023705",2
"SPU_023725",29
"SPU_023727",4
"SPU_023731",18
"SPU_023737",34
"SPU_023740",13
"SPU_023741",15
"SPU_023746",3
"SPU_023759",7
"SPU_023760",1
"SPU_023767",56
"SPU_023768",14
"SPU_023771",7
"SPU_023776",2
"SPU_023777",8
"SPU_023795",69
"SPU_023809",6
"SPU_023813",24
"SPU_023821",3
"SPU_023827",1
"SPU_023829",2
"SPU_023834",219
"SPU_023835",12
"SPU_023842",4
"SPU_023846",1
"SPU_023848",23
"SPU_023854",2
"SPU_023855",4
"SPU_023858",6
"SPU_023859",1
"SPU_023862",33
"SPU_023867",7
"SPU_023871",9
"SPU_023880",11
"SPU_023881",7
"SPU_023883",5
"SPU_023888",45
"SPU_023889",3
"SPU_023890",7
"SPU_023899",8
"SPU_023923",21
"SPU_023926",8
"SPU_023937",6
"SPU_023938",7
"SPU_023941",38
"SPU_023943",5
"SPU_023952",7
"SPU_023957",2
"SPU_023958",4
"SPU_023962",4
"SPU_023966",15
"SPU_023968",5
"SPU_023969",1
"SPU_023974",14
"SPU_023978",8
"SPU_023979",2
"SPU_023985",3
"SPU_023987",6
"SPU_023989",41
"SPU_023990",1
"SPU_023991",8
"SPU_023992",1
"SPU_023995",5
"SPU_023997",1
"SPU_024021",19
"SPU_024026",4
"SPU_024030.a",3
"SPU_024030.b",2
"SPU_024033",23
"SPU_024044",193
"SPU_024048",12
"SPU_024049",45
"SPU_024055",1
"SPU_024058",1
"SPU_024059",17
"SPU_024060",8
"SPU_024065",2
"SPU_024073",14
"SPU_024074",9
"SPU_024076",4
"SPU_024080",11
"SPU_024086",1
"SPU_024092",5
"SPU_024093",85
"SPU_024097",3
"SPU_024101",9
"SPU_024108",4
"SPU_024109",1
"SPU_024118",1
"SPU_024120",4
"SPU_024121",15
"SPU_024130",1
"SPU_024135",50
"SPU_024136",10
"SPU_024138",13
"SPU_024142",2
"SPU_024149",2
"SPU_024151",12
"SPU_024156",6
"SPU_024164",12
"SPU_024168",7
"SPU_024180",13
"SPU_024181",8
"SPU_024188",7
"SPU_024191",13
"SPU_024192",4
"SPU_024193",4
"SPU_024200",8
"SPU_024202",2
"SPU_024210",7
"SPU_024213",34
"SPU_024215",1
"SPU_024227",3
"SPU_024232",1
"SPU_024233",1
"SPU_024241",7
"SPU_024246",4
"SPU_024249",8
"SPU_024252",1
"SPU_024256",15
"SPU_024260",1
"SPU_024261",48
"SPU_024266",13
"SPU_024267",1
"SPU_024288",4
"SPU_024295",12
"SPU_024308",4
"SPU_024309",34
"SPU_024310",9
"SPU_024314",2
"SPU_024316",3
"SPU_024318",33
"SPU_024319",2
"SPU_024320",7
"SPU_024323",10
"SPU_024325",12
"SPU_024332",4
"SPU_024338",47
"SPU_024340",24
"SPU_024349",21
"SPU_024357",61
"SPU_024362",97
"SPU_024363",18
"SPU_024373",2
"SPU_024376",26
"SPU_024377",138
"SPU_024378",165
"SPU_024384",10
"SPU_024405",3
"SPU_024407",2
"SPU_024408",1
"SPU_024411",2
"SPU_024412",2
"SPU_024421",2
"SPU_024424",5
"SPU_024436",38
"SPU_024437",18
"SPU_024440",7
"SPU_024444",8
"SPU_024466",29
