"exonid","CpG_count"
"SPU_011896-tr-E9",3
"SPU_011905-tr-E1",2
"SPU_011908-tr-E7",6
"SPU_011913-tr-E12",4
"SPU_011913-tr-E9",15
"SPU_011915-tr-E2",10
"SPU_011928-tr-E6",5
"SPU_011933-tr-E13",7
"SPU_011933-tr-E16",7
"SPU_011933-tr-E17",3
"SPU_011933-tr-E4",1
"SPU_011937-tr-E1",7
"SPU_011937-tr-E3",2
"SPU_011949-tr-E1",4
"SPU_011956-tr-E10",3
"SPU_011961-tr-E1",6
"SPU_011971-tr-E2",6
"SPU_011976-tr-E15",3
"SPU_011978-tr-E5",1
"SPU_011984-tr-E2",4
"SPU_011984-tr-E5",1
"SPU_011988-tr-E1",4
"SPU_011998-tr-E1",9
"SPU_012003-tr-E2",4
"SPU_012003-tr-E6",4
"SPU_012004-tr-E17",4
"SPU_012004-tr-E19",5
"SPU_012004-tr-E2",17
"SPU_012004-tr-E28",1
"SPU_012004-tr-E33",3
"SPU_012005-tr-E19",6
"SPU_012005-tr-E8",5
"SPU_012007-tr-E1",2
"SPU_012007-tr-E2",2
"SPU_012009-tr-E21",1
"SPU_012014-tr-E1",6
"SPU_012014-tr-E2",1
"SPU_012014-tr-E3",7
"SPU_012017-tr-E6",2
"SPU_012024-tr-E8",2
"SPU_012039-tr-E3",17
"SPU_012039-tr-E9",9
"SPU_012049-tr-E4",2
"SPU_012050-tr-E2",4
"SPU_012073-tr-E11",4
"SPU_012077-tr-E1",5
"SPU_012080-tr-E10",4
"SPU_012081-tr-E10",2
"SPU_012083-tr-E1",4
"SPU_012084-tr-E1",1
"SPU_012084-tr-E27",3
"SPU_012088-tr-E1",6
"SPU_012090-tr-E1",2
"SPU_012097-tr-E6",8
"SPU_012123-tr-E3",9
"SPU_012124-tr-E2",1
"SPU_012147-tr-E5",4
"SPU_012160-tr-E1",12
"SPU_012161-tr-E1",11
"SPU_012164-tr-E2",13
"SPU_012165-tr-E2",1
"SPU_012165-tr-E3",4
"SPU_012169-tr-E1",11
"SPU_012169-tr-E8",8
"SPU_012169-tr-E9",4
"SPU_012173-tr-E6",2
"SPU_012178-tr-E5",3
"SPU_012181-tr-E2",2
"SPU_012182-tr-E3",3
"SPU_012184-tr-E3",3
"SPU_012192-tr-E10",3
"SPU_012199-tr-E1",7
"SPU_012200-tr-E20",4
"SPU_012221-tr-E5",2
"SPU_012221-tr-E6",1
"SPU_012229-tr-E4",3
"SPU_012233-tr-E3",8
"SPU_012234-tr-E1",4
"SPU_012238-tr-E1",3
"SPU_012248-tr-E1",3
"SPU_012253-tr-E1",6
"SPU_012253-tr-E3",8
"SPU_012271-tr-E2",5
"SPU_012279-tr-E4",3
"SPU_012289-tr-E2",3
"SPU_012290-tr-E1",3
"SPU_012297-tr-E6",6
"SPU_012304-tr-E25",5
"SPU_012315-tr-E2",2
"SPU_012322-tr-E13",8
"SPU_012322-tr-E16",3
"SPU_012322-tr-E22",1
"SPU_012322-tr-E23",3
"SPU_012323-tr-E3",3
"SPU_012327-tr-E2",2
"SPU_012329-tr-E1",2
"SPU_012332-tr-E1",2
"SPU_012341-tr-E5",1
"SPU_012342-tr-E1",4
"SPU_012342-tr-E5",1
"SPU_012348-tr-E2",9
"SPU_012348-tr-E3",5
"SPU_012350-tr-E4",3
"SPU_012352-tr-E10",5
"SPU_012361-tr-E13",4
"SPU_012371-tr-E2",3
"SPU_012377-tr-E1",3
"SPU_012380-tr-E7",5
"SPU_012382-tr-E10",5
"SPU_012383-tr-E14",3
"SPU_012396-tr-E4",4
"SPU_012401-tr-E8",5
"SPU_012403-tr-E3",3
"SPU_012410-tr-E2",1
"SPU_012440-tr-E2",11
"SPU_012440-tr-E3",3
"SPU_012445-tr-E2",3
"SPU_012453-tr-E1",3
"SPU_012469-tr-E3",4
"SPU_012477-tr-E9",2
"SPU_012479-tr-E1",1
"SPU_012479-tr-E13",13
"SPU_012479-tr-E3",2
"SPU_012479-tr-E8",3
"SPU_012491-tr-E1",20
"SPU_012491-tr-E2",12
"SPU_012492-tr-E1",2
"SPU_012492-tr-E2",6
"SPU_012492-tr-E3",8
"SPU_012502-tr-E4",9
"SPU_012510-tr-E1",2
"SPU_012526-tr-E7",10
"SPU_012531-tr-E1",10
"SPU_012533-tr-E2",2
"SPU_012535-tr-E8",2
"SPU_012538-tr-E17",11
"SPU_012538-tr-E23",9
"SPU_012540-tr-E3",2
"SPU_012541-tr-E7",3
"SPU_012548-tr-E6",1
"SPU_012549-tr-E2",3
"SPU_012549-tr-E4",5
"SPU_012549-tr-E9",11
"SPU_012568-tr-E1",8
"SPU_012583-tr-E9",5
"SPU_012590-tr-E10",3
"SPU_012590-tr-E3",12
"SPU_012602-tr-E1",6
"SPU_012604-tr-E1",25
"SPU_012610-tr-E6",3
"SPU_012612-tr-E2",4
"SPU_012626-tr-E1",3
"SPU_012631-tr-E14",4
"SPU_012631-tr-E25",5
"SPU_012639-tr-E6",1
"SPU_012646-tr-E6",1
"SPU_012650-tr-E2",3
"SPU_012652-tr-E7",6
"SPU_012655-tr-E2",1
"SPU_012656-tr-E15",16
"SPU_012656-tr-E7",11
"SPU_012663-tr-E6",4
"SPU_012674-tr-E1",3
"SPU_012680-tr-E7",6
"SPU_012682-tr-E5",3
"SPU_012690-tr-E11",2
"SPU_012692-tr-E4",7
"SPU_012692-tr-E6",1
"SPU_012693-tr-E5",13
"SPU_012699-tr-E1",19
"SPU_012705-tr-E1",8
"SPU_012710-tr-E5",6
"SPU_012715-tr-E3",3
"SPU_012727-tr-E3",9
"SPU_012732-tr-E1",2
"SPU_012734-tr-E3",3
"SPU_012738-tr-E7",6
"SPU_012740-tr-E2",1
"SPU_012740-tr-E6",4
"SPU_012743-tr-E2",7
"SPU_012743-tr-E6",6
"SPU_012745-tr-E3",10
"SPU_012745-tr-E5",1
"SPU_012748-tr-E1",1
"SPU_012753-tr-E8",3
"SPU_012758-tr-E1",15
"SPU_012761-tr-E8",3
"SPU_012762-tr-E4",2
"SPU_012765-tr-E1",10
"SPU_012792-tr-E9",7
"SPU_012793-tr-E3",2
"SPU_012793-tr-E4",2
"SPU_012799-tr-E2",7
"SPU_012804-tr-E2",2
"SPU_012805-tr-E3",1
"SPU_012806-tr-E2",6
"SPU_012809-tr-E4",1
"SPU_012815-tr-E7",4
"SPU_012823-tr-E2",5
"SPU_012824-tr-E1",2
"SPU_012830-tr-E4",4
"SPU_012838-tr-E3",7
"SPU_012855-tr-E28",1
"SPU_012869-tr-E12",8
"SPU_012869-tr-E24",7
"SPU_012869-tr-E30",1
"SPU_012871-tr-E1",3
"SPU_012874-tr-E7",6
"SPU_012876-tr-E2",3
"SPU_012877-tr-E32",7
"SPU_012877-tr-E47",2
"SPU_012879-tr-E5",6
"SPU_012883-tr-E1",6
"SPU_012912-tr-E1",3
"SPU_012913-tr-E1",6
"SPU_012920-tr-E7",8
"SPU_012927-tr-E2",8
"SPU_012936-tr-E18",1
"SPU_012937-tr-E1",3
"SPU_012945-tr-E9",1
"SPU_012948-tr-E6",10
"SPU_012949-tr-E2",3
"SPU_012951-tr-E19",5
"SPU_012951-tr-E2",5
"SPU_012951-tr-E21",5
"SPU_012952-tr-E2",4
"SPU_012954-tr-E2",3
"SPU_012956-tr-E1",8
"SPU_012962-tr-E3",4
"SPU_012973-tr-E4",2
"SPU_012985-tr-E3",5
"SPU_013026-tr-E1",8
"SPU_013036-tr-E1",2
"SPU_013036-tr-E2",6
"SPU_013047-tr-E2",9
"SPU_013050-tr-E11",2
"SPU_013063-tr-E3",8
"SPU_013077-tr-E5",5
"SPU_013080-tr-E1",7
"SPU_013081-tr-E1",1
"SPU_013083-tr-E4",4
"SPU_013084-tr-E10",5
"SPU_013084-tr-E2",4
"SPU_013084-tr-E5",13
"SPU_013086-tr-E3",2
"SPU_013092-tr-E1",1
"SPU_013100-tr-E2",25
"SPU_013100-tr-E5",8
"SPU_013100-tr-E7",8
"SPU_013101-tr-E2",6
"SPU_013102-tr-E7",1
"SPU_013103-tr-E31",7
"SPU_013130-tr-E3",2
"SPU_013134-tr-E2",2
"SPU_013140-tr-E1",2
"SPU_013143-tr-E2",4
"SPU_013145-tr-E3",4
"SPU_013152-tr-E1",7
"SPU_013153-tr-E1",5
"SPU_013154-tr-E1",14
"SPU_013163-tr-E8",2
"SPU_013166-tr-E7",5
"SPU_013169-tr-E12",4
"SPU_013169-tr-E13",3
"SPU_013169-tr-E5",3
"SPU_013170-tr-E13",8
"SPU_013170-tr-E28",5
"SPU_013170-tr-E41",5
"SPU_013170-tr-E44",1
"SPU_013170-tr-E45",1
"SPU_013170-tr-E5",3
"SPU_013170-tr-E51",1
"SPU_013177-tr-E1",1
"SPU_013180-tr-E1",2
"SPU_013189-tr-E20",4
"SPU_013193-tr-E2",8
"SPU_013195-tr-E11",7
"SPU_013195-tr-E14",2
"SPU_013197-tr-E1",2
"SPU_013199-tr-E5",2
"SPU_013200-tr-E2",4
"SPU_013217-tr-E6",6
"SPU_013219-tr-E12",17
"SPU_013225-tr-E1",1
"SPU_013228-tr-E2",1
"SPU_013232-tr-E8",6
"SPU_013237-tr-E103",1
"SPU_013238-tr-E9",4
"SPU_013239-tr-E1",4
"SPU_013243-tr-E1",5
"SPU_013245-tr-E4",2
"SPU_013246-tr-E1",11
"SPU_013250-tr-E2",1
"SPU_013270-tr-E1",5
"SPU_013279-tr-E1",6
"SPU_013286-tr-E3",23
"SPU_013297-tr-E4",2
"SPU_013301-tr-E19",1
"SPU_013302-tr-E3",7
"SPU_013304-tr-E1",2
"SPU_013304-tr-E15",4
"SPU_013304-tr-E18",4
"SPU_013305-tr-E1",7
"SPU_013322-tr-E3",1
"SPU_013328-tr-E4",9
"SPU_013329-tr-E2",4
"SPU_013331-tr-E2",2
"SPU_013332-tr-E3",3
"SPU_013334-tr-E12",3
"SPU_013334-tr-E2",9
"SPU_013339-tr-E1",12
"SPU_013346-tr-E6",2
"SPU_013352-tr-E6",5
"SPU_013354-tr-E2",4
"SPU_013354-tr-E4",5
"SPU_013359-tr-E2",5
"SPU_013364-tr-E17",4
"SPU_013364-tr-E20",2
"SPU_013364-tr-E21",10
"SPU_013370-tr-E4",6
"SPU_013374-tr-E4",4
"SPU_013378-tr-E1",10
"SPU_013380-tr-E1",6
"SPU_013382-tr-E2",6
"SPU_013387-tr-E16",1
"SPU_013393-tr-E7",3
"SPU_013394-tr-E2",6
"SPU_013407-tr-E1",8
"SPU_013407-tr-E2",8
"SPU_013407-tr-E4",5
"SPU_013409-tr-E1",9
"SPU_013415-tr-E1",4
"SPU_013417-tr-E4",1
"SPU_013418-tr-E6",3
"SPU_013437-tr-E3",8
"SPU_013438-tr-E1",1
"SPU_013439-tr-E3",8
"SPU_013442-tr-E1",9
"SPU_013442-tr-E9",2
"SPU_013452-tr-E3",5
"SPU_013461-tr-E16",3
"SPU_013464-tr-E2",15
"SPU_013466-tr-E2",1
"SPU_013470-tr-E1",3
"SPU_013478-tr-E10",2
"SPU_013478-tr-E5",4
"SPU_013480-tr-E10",4
"SPU_013480-tr-E2",3
"SPU_013480-tr-E8",3
"SPU_013498-tr-E14",2
"SPU_013501-tr-E12",2
"SPU_013503-tr-E1",3
"SPU_013506-tr-E7",6
"SPU_013522-tr-E4",4
"SPU_013522-tr-E7",4
"SPU_013527-tr-E13",2
"SPU_013536-tr-E10",1
"SPU_013539-tr-E6",1
"SPU_013552-tr-E2",1
"SPU_013553-tr-E10",21
"SPU_013553-tr-E11",3
"SPU_013557-tr-E13",1
"SPU_013557-tr-E21",1
"SPU_013570-tr-E4",10
"SPU_013572-tr-E2",3
"SPU_013574-tr-E2",4
"SPU_013602-tr-E16",1
"SPU_013603-tr-E2",6
"SPU_013612-tr-E1",9
"SPU_013615-tr-E1",2
"SPU_013623-tr-E1",42
"SPU_013625-tr-E5",19
"SPU_013625-tr-E6",2
"SPU_013631-tr-E11",5
"SPU_013631-tr-E2",6
"SPU_013639-tr-E4",7
"SPU_013652-tr-E4",1
"SPU_013653-tr-E3",1
"SPU_013654-tr-E12",9
"SPU_013654-tr-E16",1
"SPU_013654-tr-E6",7
"SPU_013669-tr-E8",3
"SPU_013670-tr-E2",5
"SPU_013683-tr-E4",3
"SPU_013685-tr-E4",7
"SPU_013689-tr-E16",3
"SPU_013698-tr-E5",6
"SPU_013700-tr-E11",15
"SPU_013710-tr-E29",3
"SPU_013711-tr-E3",7
"SPU_013712-tr-E2",2
"SPU_013713-tr-E4",7
"SPU_013717-tr-E2",3
"SPU_013734-tr-E13",18
"SPU_013735-tr-E3",2
"SPU_013744-tr-E3",5
"SPU_013751-tr-E1",14
"SPU_013764-tr-E1",1
"SPU_013776-tr-E4",7
"SPU_013781-tr-E1",9
"SPU_013782-tr-E1",9
"SPU_013784-tr-E2",12
"SPU_013785-tr-E1",3
"SPU_013785-tr-E5",1
"SPU_013785-tr-E6",2
"SPU_013786-tr-E4",1
"SPU_013788-tr-E9",2
"SPU_013801-tr-E2",2
"SPU_013804-tr-E14",1
"SPU_013805-tr-E12",3
"SPU_013817-tr-E11",3
"SPU_013822-tr-E9",1
"SPU_013832-tr-E1",9
"SPU_013836-tr-E4",6
"SPU_013843-tr-E3",1
"SPU_013853-tr-E6",1
"SPU_013859-tr-E14",2
"SPU_013873-tr-E1",15
"SPU_013877-tr-E3",3
"SPU_013889-tr-E9",1
"SPU_013898-tr-E2",1
"SPU_013917-tr-E82",10
"SPU_013922-tr-E1",1
"SPU_013934-tr-E4",2
"SPU_013938-tr-E1",3
"SPU_013940-tr-E1",1
"SPU_013942-tr-E1",7
"SPU_013944-tr-E1",11
"SPU_013945-tr-E2",7
"SPU_013945-tr-E6",3
"SPU_013965-tr-E14",1
"SPU_013966-tr-E2",1
"SPU_013970-tr-E3",1
"SPU_013979-tr-E3",7
"SPU_013984-tr-E1",3
"SPU_013984-tr-E2",68
"SPU_014000-tr-E1",2
"SPU_014004-tr-E4",1
"SPU_014011-tr-E13",4
"SPU_014012-tr-E1",4
"SPU_014016-tr-E16",8
"SPU_014020-tr-E7",12
"SPU_014024-tr-E1",15
"SPU_014025-tr-E9",1
"SPU_014036-tr-E1",1
"SPU_014040-tr-E8",1
"SPU_014040-tr-E9",16
"SPU_014044-tr-E4",2
"SPU_014048-tr-E1",2
"SPU_014052-tr-E6",7
"SPU_014052-tr-E7",7
"SPU_014059-tr-E5",2
"SPU_014070-tr-E2",5
"SPU_014071-tr-E10",4
"SPU_014072-tr-E1",5
"SPU_014072-tr-E4",5
"SPU_014074-tr-E6",8
"SPU_014074-tr-E7",2
"SPU_014074-tr-E8",2
"SPU_014076-tr-E2",3
"SPU_014081-tr-E1",2
"SPU_014087-tr-E10",1
"SPU_014087-tr-E19",2
"SPU_014087-tr-E4",8
"SPU_014092-tr-E6",6
"SPU_014093-tr-E1",22
"SPU_014097-tr-E4",2
"SPU_014107-tr-E6",3
"SPU_014110-tr-E2",19
"SPU_014111-tr-E3",1
"SPU_014118-tr-E15",2
"SPU_014131-tr-E29",6
"SPU_014135-tr-E1",7
"SPU_014136-tr-E5",11
"SPU_014138-tr-E3",6
"SPU_014146-tr-E8",8
"SPU_014148-tr-E2",3
"SPU_014149-tr-E2",2
"SPU_014157-tr-E2",7
"SPU_014176-tr-E1",7
"SPU_014182-tr-E2",6
"SPU_014182-tr-E7",2
"SPU_014202-tr-E5",10
"SPU_014203-tr-E5",2
"SPU_014203-tr-E7",3
"SPU_014203-tr-E8",1
"SPU_014207-tr-E1",2
"SPU_014213-tr-E7",5
"SPU_014218-tr-E5",8
"SPU_014225-tr-E1",1
"SPU_014226-tr-E1",3
"SPU_014244-tr-E4",1
"SPU_014245-tr-E2",3
"SPU_014247-tr-E1",4
"SPU_014249-tr-E1",2
"SPU_014253-tr-E1",6
"SPU_014260-tr-E2",2
"SPU_014261-tr-E2",1
"SPU_014264-tr-E1",1
"SPU_014289-tr-E1",18
"SPU_014289-tr-E2",8
"SPU_014291-tr-E7",2
"SPU_014303-tr-E1",5
"SPU_014305-tr-E7",2
"SPU_014307-tr-E1",1
"SPU_014308-tr-E7",3
"SPU_014311-tr-E14",2
"SPU_014321-tr-E1",15
"SPU_014321-tr-E2",3
"SPU_014334-tr-E13",1
"SPU_014340-tr-E1",1
"SPU_014340-tr-E3",3
"SPU_014340-tr-E5",6
"SPU_014340-tr-E8",3
"SPU_014352-tr-E1",12
"SPU_014353-tr-E3",1
"SPU_014353-tr-E8",7
"SPU_014358-tr-E1",10
"SPU_014359-tr-E1",7
"SPU_014360-tr-E6",2
"SPU_014365-tr-E1",2
"SPU_014373-tr-E2",3
"SPU_014377-tr-E16",1
"SPU_014377-tr-E17",5
"SPU_014377-tr-E5",6
"SPU_014384-tr-E3",17
"SPU_014384-tr-E4",34
"SPU_014395-tr-E5",6
"SPU_014399-tr-E2",1
"SPU_014399-tr-E6",4
"SPU_014415-tr-E11",6
"SPU_014415-tr-E4",2
"SPU_014415-tr-E7",11
"SPU_014415-tr-E8",13
"SPU_014430-tr-E5",2
"SPU_014434-tr-E1",6
"SPU_014435-tr-E4",1
"SPU_014447-tr-E3",2
"SPU_014472-tr-E1",3
"SPU_014476-tr-E3",6
"SPU_014479-tr-E1",2
"SPU_014487-tr-E2",8
"SPU_014488-tr-E2",14
"SPU_014488-tr-E3",1
"SPU_014488-tr-E4",2
"SPU_014489-tr-E2",7
"SPU_014489-tr-E3",8
"SPU_014492-tr-E13",3
"SPU_014492-tr-E20",7
"SPU_014495-tr-E2",1
"SPU_014496-tr-E10",14
"SPU_014496-tr-E3",8
"SPU_014496-tr-E9",11
"SPU_014499-tr-E1",8
"SPU_014509-tr-E5",1
"SPU_014514-tr-E1",8
"SPU_014514-tr-E3",21
"SPU_014517-tr-E17",7
"SPU_014519-tr-E3",1
"SPU_014522-tr-E8",4
"SPU_014525-tr-E2",4
"SPU_014534-tr-E3",1
"SPU_014539-tr-E2",1
"SPU_014539-tr-E5",2
"SPU_014540-tr-E4",12
"SPU_014540-tr-E6",13
"SPU_014542-tr-E1",8
"SPU_014551-tr-E2",13
"SPU_014572-tr-E11",2
"SPU_014572-tr-E48",1
"SPU_014572-tr-E74",5
"SPU_014572-tr-E88",4
"SPU_014577-tr-E5",7
"SPU_014579-tr-E19",29
"SPU_014580-tr-E4",5
"SPU_014595-tr-E3",13
"SPU_014596-tr-E13",4
"SPU_014597-tr-E2",6
"SPU_014598-tr-E3",8
"SPU_014599-tr-E1",2
"SPU_014611-tr-E14",9
"SPU_014611-tr-E3",6
"SPU_014617-tr-E10",3
"SPU_014617-tr-E4",5
"SPU_014625-tr-E8",10
"SPU_014638-tr-E2",1
"SPU_014638-tr-E3",6
"SPU_014643-tr-E9",5
"SPU_014650-tr-E8",16
"SPU_014653-tr-E2",3
"SPU_014655-tr-E16",2
"SPU_014657-tr-E1",5
"SPU_014660-tr-E1",3
"SPU_014672-tr-E8",5
"SPU_014677-tr-E8",7
"SPU_014685-tr-E5",5
"SPU_014689-tr-E1",3
"SPU_014689-tr-E8",2
"SPU_014709-tr-E3",1
"SPU_014716-tr-E1",8
"SPU_014716-tr-E2",3
"SPU_014717-tr-E1",3
"SPU_014730-tr-E1",1
"SPU_014730-tr-E3",5
"SPU_014731-tr-E3",4
"SPU_014734-tr-E2",1
"SPU_014734-tr-E4",2
"SPU_014741-tr-E3",9
"SPU_014744-tr-E2",2
"SPU_014746-tr-E1",3
"SPU_014751-tr-E2",9
"SPU_014752-tr-E1",8
"SPU_014758-tr-E15",8
"SPU_014760-tr-E1",3
"SPU_014762-tr-E3",8
"SPU_014763-tr-E4",5
"SPU_014764-tr-E1",2
"SPU_014768-tr-E5",2
"SPU_014769-tr-E8",4
"SPU_014777-tr-E10",1
"SPU_014777-tr-E26",4
"SPU_014778-tr-E1",2
"SPU_014781-tr-E1",6
"SPU_014785-tr-E4",4
"SPU_014791-tr-E15",8
"SPU_014791-tr-E9",6
"SPU_014793-tr-E2",8
"SPU_014802-tr-E1",10
"SPU_014804-tr-E14",4
"SPU_014805-tr-E1",6
"SPU_014809-tr-E1",3
"SPU_014810-tr-E7",5
"SPU_014811-tr-E1",7
"SPU_014812-tr-E6",11
"SPU_014814-tr-E5",2
"SPU_014815-tr-E3",3
"SPU_014823-tr-E4",3
"SPU_014828-tr-E14",2
"SPU_014828-tr-E5",12
"SPU_014829-tr-E6",9
"SPU_014843-tr-E1",4
"SPU_014848-tr-E2",1
"SPU_014849-tr-E2",6
"SPU_014850-tr-E14",3
"SPU_014850-tr-E18",5
"SPU_014865-tr-E4",1
"SPU_014876-tr-E7",1
"SPU_014877-tr-E2",5
"SPU_014886-tr-E2",1
"SPU_014897-tr-E1",5
"SPU_014901-tr-E2",9
"SPU_014908-tr-E18",1
"SPU_014912-tr-E1",8
"SPU_014913-tr-E6",2
"SPU_014926-tr-E2",6
"SPU_014934-tr-E7",6
"SPU_014937-tr-E12",8
"SPU_014947-tr-E3",3
"SPU_014947-tr-E5",4
"SPU_014947-tr-E7",1
"SPU_014947-tr-E8",4
"SPU_014948-tr-E10",2
"SPU_014950-tr-E1",8
"SPU_014951-tr-E1",17
"SPU_014951-tr-E3",6
"SPU_014960-tr-E3",5
"SPU_014973-tr-E1",1
"SPU_014977-tr-E12",6
"SPU_014977-tr-E2",1
"SPU_014977-tr-E7",1
"SPU_014984-tr-E1",34
"SPU_014984-tr-E8",5
"SPU_014999-tr-E3",5
"SPU_015002-tr-E12",2
"SPU_015003-tr-E3",4
"SPU_015008-tr-E20",2
"SPU_015008-tr-E22",2
"SPU_015008-tr-E29",6
"SPU_015008-tr-E47",2
"SPU_015009-tr-E22",3
"SPU_015012-tr-E5",1
"SPU_015018-tr-E7",3
"SPU_015019-tr-E15",5
"SPU_015019-tr-E16",4
"SPU_015023-tr-E2",7
"SPU_015023-tr-E8",5
"SPU_015029-tr-E1",5
"SPU_015031-tr-E7",6
"SPU_015032-tr-E1",16
"SPU_015037-tr-E1",6
"SPU_015038-tr-E1",3
"SPU_015039-tr-E1",6
"SPU_015043-tr-E1",5
"SPU_015049-tr-E44",1
"SPU_015054-tr-E2",2
"SPU_015062-tr-E10",1
"SPU_015063-tr-E10",2
"SPU_015063-tr-E11",12
"SPU_015063-tr-E8",1
"SPU_015063-tr-E9",4
"SPU_015064-tr-E1",7
"SPU_015065-tr-E3",2
"SPU_015066-tr-E1",9
"SPU_015067-tr-E8",3
"SPU_015072-tr-E1",4
"SPU_015074-tr-E1",11
"SPU_015080-tr-E2",7
"SPU_015090-tr-E11",1
"SPU_015092-tr-E13",8
"SPU_015096-tr-E1",2
"SPU_015098-tr-E1",6
"SPU_015105-tr-E3",6
"SPU_015120-tr-E5",7
"SPU_015121-tr-E5",1
"SPU_015123-tr-E4",3
"SPU_015125-tr-E2",6
"SPU_015126-tr-E12",4
"SPU_015129-tr-E1",4
"SPU_015131-tr-E1",5
"SPU_015140-tr-E1",3
"SPU_015144-tr-E2",6
"SPU_015152-tr-E5",1
"SPU_015155-tr-E1",1
"SPU_015161-tr-E11",10
"SPU_015163-tr-E12",2
"SPU_015163-tr-E7",5
"SPU_015168-tr-E1",1
"SPU_015181-tr-E2",16
"SPU_015182-tr-E4",2
"SPU_015183-tr-E2",8
"SPU_015191-tr-E3",1
"SPU_015192-tr-E1",3
"SPU_015194-tr-E12",2
"SPU_015194-tr-E15",7
"SPU_015194-tr-E4",1
"SPU_015198-tr-E12",3
"SPU_015198-tr-E24",2
"SPU_015198-tr-E27",3
"SPU_015206-tr-E2",1
"SPU_015206-tr-E3",1
"SPU_015206-tr-E4",1
"SPU_015206-tr-E5",8
"SPU_015212-tr-E6",10
"SPU_015215-tr-E1",1
"SPU_015215-tr-E2",2
"SPU_015215-tr-E9",3
"SPU_015216-tr-E3",5
"SPU_015216-tr-E4",10
"SPU_015217-tr-E3",4
"SPU_015239-tr-E1",7
"SPU_015244-tr-E5",9
"SPU_015245-tr-E1",4
"SPU_015246-tr-E40",2
"SPU_015263-tr-E11",1
"SPU_015280-tr-E1",10
"SPU_015281-tr-E1",3
"SPU_015293-tr-E1",3
"SPU_015303-tr-E1",4
"SPU_015308-tr-E6",3
"SPU_015308-tr-E9",2
"SPU_015317-tr-E7",11
"SPU_015325-tr-E3",5
"SPU_015326-tr-E1",2
"SPU_015332-tr-E1",5
"SPU_015336-tr-E1",1
"SPU_015341-tr-E4",3
"SPU_015341-tr-E5",2
"SPU_015351-tr-E5",10
"SPU_015352-tr-E7",5
"SPU_015353-tr-E2",5
"SPU_015353-tr-E3",4
"SPU_015359-tr-E25",3
"SPU_015359-tr-E31",4
"SPU_015359-tr-E39",1
"SPU_015359-tr-E45",4
"SPU_015362-tr-E3",3
"SPU_015363-tr-E3",4
"SPU_015365-tr-E3",3
"SPU_015366-tr-E3",3
"SPU_015367-tr-E3",2
"SPU_015367-tr-E4",1
"SPU_015380-tr-E11",2
"SPU_015388-tr-E8",12
"SPU_015391-tr-E1",7
"SPU_015392-tr-E1",4
"SPU_015393-tr-E3",4
"SPU_015400-tr-E9",10
"SPU_015403-tr-E15",2
"SPU_015403-tr-E16",2
"SPU_015404-tr-E9",5
"SPU_015411-tr-E7",4
"SPU_015414-tr-E9",6
"SPU_015415-tr-E7",4
"SPU_015416-tr-E3",9
"SPU_015417-tr-E1",3
"SPU_015420-tr-E2",4
"SPU_015421-tr-E2",2
"SPU_015433-tr-E1",1
"SPU_015442-tr-E2",4
"SPU_015442-tr-E6",2
"SPU_015443-tr-E1",4
"SPU_015451-tr-E1",3
"SPU_015456-tr-E5",11
"SPU_015465.b-tr-E5",2
"SPU_015469-tr-E1",22
"SPU_015470-tr-E1",8
"SPU_015471-tr-E2",6
"SPU_015486-tr-E1",11
"SPU_015489-tr-E1",4
"SPU_015524-tr-E1",3
"SPU_015533-tr-E1",4
"SPU_015534-tr-E1",9
"SPU_015542-tr-E3",2
"SPU_015543-tr-E4",1
"SPU_015544-tr-E13",11
"SPU_015545-tr-E10",13
"SPU_015545-tr-E7",3
"SPU_015548-tr-E3",1
"SPU_015551-tr-E11",5
"SPU_015551-tr-E9",6
"SPU_015557-tr-E4",4
"SPU_015568-tr-E7",1
"SPU_015583-tr-E4",6
"SPU_015595-tr-E8",4
"SPU_015598-tr-E1",9
"SPU_015620-tr-E2",20
"SPU_015628-tr-E1",2
"SPU_015636-tr-E6",16
"SPU_015642-tr-E10",2
"SPU_015650-tr-E5",3
"SPU_015652-tr-E6",1
"SPU_015667-tr-E1",5
"SPU_015670-tr-E2",1
"SPU_015672-tr-E3",1
"SPU_015673-tr-E3",1
"SPU_015674-tr-E13",1
"SPU_015678-tr-E11",1
"SPU_015678-tr-E13",4
"SPU_015678-tr-E5",2
"SPU_015688-tr-E2",4
"SPU_015690-tr-E2",4
"SPU_015697-tr-E7",4
"SPU_015702-tr-E1",3
"SPU_015712-tr-E4",19
"SPU_015715-tr-E4",10
"SPU_015716-tr-E1",7
"SPU_015716-tr-E6",3
"SPU_015718-tr-E2",4
"SPU_015719-tr-E1",13
"SPU_015724-tr-E10",2
"SPU_015737-tr-E2",5
"SPU_015738-tr-E1",5
"SPU_015740-tr-E11",1
"SPU_015740-tr-E9",1
"SPU_015753-tr-E2",1
"SPU_015759-tr-E2",1
"SPU_015763-tr-E1",3
"SPU_015763-tr-E8",3
"SPU_015763-tr-E9",2
"SPU_015764-tr-E5",4
"SPU_015767-tr-E4",6
"SPU_015772-tr-E1",3
"SPU_015779-tr-E1",3
"SPU_015792-tr-E3",2
"SPU_015792-tr-E8",1
"SPU_015798-tr-E6",3
"SPU_015804-tr-E1",1
"SPU_015812-tr-E4",3
"SPU_015820-tr-E14",10
"SPU_015820-tr-E8",7
"SPU_015821-tr-E5",1
"SPU_015821-tr-E6",2
"SPU_015822-tr-E1",3
"SPU_015831-tr-E4",2
